Customer_Id,Gender,Age,City,First_purchase_date,Last_purchase_date,Total_Orders,Preferred_Category,Discount_Used_PCT,Delivery_Days,Ratings
CUST1083,Female,51,Pune,07-07-2023,07-10-2024,8,Fragrance,0.43,5.5,4.4
CUST1084,Male,35,Hyderabad,26-02-2023,07-05-2024,1,Makeup,0.62,5.2,2.9
CUST1085,Male,47,Hyderabad,31-01-2023,07-04-2024,4,Fragrance,0.06,3.6,4.6
CUST1086,Female,32,Chennai,25-03-2023,19-08-2024,4,Haircare,0.23,2.5,4.4
CUST1087,Male,44,Mumbai,01-06-2023,25-09-2024,7,Fragrance,0.17,4.1,4
CUST1088,Female,51,Chennai,05-02-2023,09-05-2024,7,Makeup,0.69,2.6,3.3
CUST1089,Female,55,Bangalore,01-08-2023,10-01-2024,8,Haircare,0.27,6.7,3.2
CUST1090,Female,50,Delhi,16-04-2023,23-07-2024,5,Haircare,0.51,4.4,2.8
CUST1091,Female,41,Bangalore,08-08-2023,28-11-2024,7,Skincare,0.48,3.6,3.8
CUST1092,Female,32,Pune,12-06-2023,22-09-2024,8,Skincare,0.15,5.8,4
CUST1093,Female,47,Hyderabad,08-08-2023,06-11-2024,9,Makeup,0.17,4.5,3.4
CUST1094,Female,59,Chennai,27-09-2023,25-12-2024,3,Fragrance,0.2,3.6,3.7
CUST1095,Female,34,Chennai,30-04-2023,16-05-2024,3,Fragrance,0.29,6.1,3.4
CUST1096,Female,22,Chennai,01-07-2023,18-07-2024,4,Makeup,0.16,6.3,4.1
CUST1097,Female,46,Bangalore,16-04-2023,05-10-2024,5,Haircare,0.01,5.4,4.8
CUST1098,Female,21,Hyderabad,05-08-2023,28-11-2024,1,Makeup,0.62,2.2,2.9
CUST1099,Male,27,Delhi,24-07-2023,24-10-2024,7,Makeup,0.68,4.8,3.5
CUST1100,Male,34,Pune,11-03-2023,07-09-2024,9,Haircare,0.24,5.8,2.9
CUST1101,Female,27,Delhi,13-02-2023,14-05-2024,8,Fragrance,0.24,2.7,4.1
CUST1102,Female,34,Bangalore,16-08-2023,05-11-2024,5,Makeup,0,3.1,4.3
CUST1103,Female,37,Pune,03-07-2023,08-09-2024,4,Fragrance,0.48,6.4,4.8
CUST1104,Female,41,Chennai,17-04-2023,26-10-2024,7,Makeup,0.58,2.1,3.2
CUST1105,Female,22,Mumbai,25-03-2023,16-07-2024,5,Haircare,0.1,5.8,4.9
CUST1106,Female,51,Bangalore,07-09-2023,07-09-2024,7,Haircare,0.11,4.4,2.7
CUST1107,Female,23,Bangalore,21-01-2023,19-03-2024,1,Skincare,0.55,4.2,4
CUST1108,Female,19,Hyderabad,15-07-2023,15-12-2024,1,Haircare,0.43,2,2.6
CUST1109,Male,30,Delhi,27-06-2023,13-10-2024,3,Skincare,0.03,6.1,4.7
CUST1110,Female,28,Bangalore,07-01-2023,03-06-2024,2,Makeup,0.44,3.8,3.8
CUST1111,Male,40,Bangalore,11-03-2023,04-07-2024,2,Fragrance,0.22,4.7,4.2
CUST1112,Female,33,Chennai,07-05-2023,01-08-2024,7,Haircare,0.26,5.4,4.6
CUST1113,Female,48,Chennai,09-06-2023,18-06-2024,2,Haircare,0.54,5.5,2.9
CUST1114,Male,28,Pune,05-09-2023,02-11-2024,4,Haircare,0.57,6.8,2.6
CUST1115,Female,33,Mumbai,22-07-2023,31-08-2024,2,Makeup,0.28,4.7,4.7
CUST1116,Male,25,Hyderabad,28-05-2023,09-09-2024,6,Skincare,0.66,4,3.3
CUST1117,Female,21,Mumbai,23-05-2023,02-10-2024,8,Makeup,0.28,6.8,2.8
CUST1118,Female,57,Pune,18-07-2023,16-11-2024,4,Fragrance,0.54,5.2,3.7
CUST1119,Male,21,Chennai,03-06-2023,12-12-2024,5,Makeup,0.34,3.5,4
CUST1120,Female,42,Delhi,22-05-2023,13-10-2024,4,Fragrance,0.63,2.6,2.6
CUST1121,Male,20,Chennai,14-06-2023,05-07-2024,3,Haircare,0.64,6.2,3.2
CUST1122,Female,49,Hyderabad,21-01-2023,28-04-2024,5,Fragrance,0.06,3.8,2.6
CUST1123,Male,20,Chennai,23-03-2023,07-09-2024,9,Fragrance,0.66,5.3,3.6
CUST1124,Male,44,Hyderabad,10-03-2023,16-05-2024,8,Skincare,0.58,4.4,4.7
CUST1125,Female,46,Hyderabad,11-05-2023,23-11-2024,8,Fragrance,0.55,3,5
CUST1126,Female,49,Hyderabad,28-03-2023,13-08-2024,8,Fragrance,0.14,5,4.1
CUST1127,Male,36,Pune,06-08-2023,30-09-2024,8,Makeup,0.56,2.3,2.9
CUST1128,Female,38,Hyderabad,10-06-2023,05-12-2024,7,Haircare,0.6,4.1,4.8
CUST1129,Female,22,Hyderabad,27-06-2023,22-11-2024,8,Makeup,0.2,4.7,3.8
CUST1130,Female,35,Delhi,27-04-2023,03-08-2024,8,Makeup,0.67,4.2,2.9
CUST1131,Male,45,Mumbai,15-07-2023,28-09-2024,8,Haircare,0.03,5.7,4.8
CUST1132,Male,59,Bangalore,27-03-2023,21-04-2024,7,Haircare,0.1,6.1,4.4
CUST1133,Male,39,Mumbai,16-10-2023,07-02-2024,1,Fragrance,0.38,5.9,4.3
CUST1134,Male,38,Hyderabad,22-03-2023,15-08-2024,4,Fragrance,0.4,2.2,4.3
CUST1135,Male,23,Delhi,01-06-2023,17-09-2024,4,Skincare,0.45,3,3
CUST1136,Male,18,Chennai,02-03-2023,05-09-2024,5,Makeup,0.01,4.7,3
CUST1137,Male,22,Delhi,02-03-2023,16-09-2024,6,Haircare,0.67,6.7,4.2
CUST1138,Male,58,Hyderabad,28-01-2023,15-03-2024,4,Fragrance,0.03,6.2,3
CUST1139,Male,29,Delhi,12-02-2023,23-04-2024,2,Haircare,0.1,6.2,3.6
CUST1140,Female,43,Delhi,18-06-2023,18-11-2024,6,Fragrance,0.01,3.5,4.5
CUST1141,Male,51,Hyderabad,27-03-2023,05-05-2024,8,Skincare,0.4,4.1,4.5
CUST1142,Female,31,Pune,26-06-2023,05-11-2024,8,Skincare,0.65,4.4,3.6
CUST1143,Female,43,Delhi,17-01-2023,14-06-2024,7,Haircare,0.47,2.8,4.5
CUST1144,Female,44,Bangalore,08-04-2023,17-08-2024,6,Skincare,0.58,2.2,4.6
CUST1145,Male,26,Bangalore,17-07-2023,08-08-2024,2,Haircare,0.01,6.7,4.1
CUST1146,Male,43,Delhi,08-04-2023,22-07-2024,7,Fragrance,0.38,3.2,3.1
CUST1147,Male,39,Pune,06-03-2023,28-05-2024,5,Makeup,0.32,3.2,3.2
CUST1148,Male,47,Chennai,05-01-2023,27-05-2024,6,Skincare,0.35,2.4,3.3
CUST1149,Female,34,Hyderabad,02-01-2023,27-04-2024,8,Fragrance,0.05,6.6,2.8
CUST1150,Male,43,Bangalore,22-01-2023,10-05-2024,8,Makeup,0.48,4.9,3.2
CUST1151,Male,53,Chennai,22-04-2023,04-09-2024,3,Makeup,0.35,5.3,3
CUST1152,Male,18,Delhi,26-02-2023,07-04-2024,7,Makeup,0.54,6.6,3.6
CUST1153,Male,25,Chennai,07-03-2023,26-06-2024,1,Fragrance,0.34,3.7,4.8
CUST1154,Male,52,Mumbai,08-04-2023,01-09-2024,1,Fragrance,0.1,5.1,2.8
CUST1155,Female,32,Bangalore,24-05-2023,12-09-2024,7,Haircare,0.45,2.2,4.3
CUST1156,Male,39,Delhi,05-05-2023,15-08-2024,9,Makeup,0.12,2.9,4.2
CUST1157,Female,31,Hyderabad,16-06-2023,31-07-2024,7,Makeup,0.61,6.2,2.7
CUST1158,Male,43,Pune,27-03-2023,29-08-2024,5,Makeup,0.43,5.8,4.8
CUST1159,Female,45,Delhi,17-03-2023,23-05-2024,8,Haircare,0.11,3.8,3.9
CUST1160,Male,40,Hyderabad,21-10-2023,19-02-2024,2,Makeup,0.67,3.9,3.4
CUST1161,Male,31,Pune,28-02-2023,14-03-2024,9,Fragrance,0.36,4.7,4.4
CUST1162,Female,41,Pune,18-05-2023,29-10-2024,6,Makeup,0.05,2,3.1
CUST1163,Female,19,Delhi,09-04-2023,15-08-2024,9,Skincare,0.44,3.2,4.2
CUST1164,Female,43,Chennai,11-07-2023,21-01-2024,2,Fragrance,0.18,3,2.6
CUST1165,Male,31,Chennai,31-08-2023,19-12-2024,3,Haircare,0.56,3.3,4.6
CUST1166,Female,24,Pune,18-02-2023,13-03-2024,8,Makeup,0.57,6,3.6
CUST1167,Male,20,Chennai,01-02-2023,27-02-2024,1,Skincare,0.69,3.4,4.1
CUST1168,Male,40,Mumbai,04-10-2023,12-11-2024,7,Haircare,0.35,3,3.1
CUST1169,Female,35,Pune,20-01-2023,29-07-2024,7,Haircare,0.32,4.5,4.2
CUST1170,Female,55,Pune,03-06-2023,08-12-2024,1,Fragrance,0.53,6.3,4.4
CUST1171,Male,52,Hyderabad,09-03-2023,19-08-2024,9,Haircare,0.09,3.2,3.7
CUST1172,Male,32,Chennai,02-08-2023,25-08-2024,8,Haircare,0.38,2.4,4
CUST1173,Female,42,Pune,23-05-2023,15-06-2024,4,Haircare,0.38,3.8,3.6
CUST1174,Female,54,Mumbai,20-08-2023,23-08-2024,5,Haircare,0.06,5.7,4.7
CUST1175,Female,45,Hyderabad,01-08-2023,06-10-2024,2,Makeup,0.29,4.8,3.7
CUST1176,Male,27,Delhi,20-03-2023,22-04-2024,9,Makeup,0.6,6.1,4.6
CUST1177,Male,56,Pune,02-08-2023,02-02-2024,6,Makeup,0.6,6.8,4.5
CUST1178,Male,34,Mumbai,26-04-2023,19-10-2024,3,Makeup,0.07,6,3.5
CUST1179,Male,56,Bangalore,02-04-2023,29-09-2024,7,Skincare,0.06,5,3.1
CUST1180,Male,39,Mumbai,27-09-2023,20-01-2024,9,Makeup,0.18,4.5,3.5
CUST1181,Male,43,Mumbai,17-06-2023,09-07-2024,3,Haircare,0.61,2.2,4.6
CUST1182,Female,42,Hyderabad,27-02-2023,15-06-2024,2,Makeup,0.09,6.9,3.1
CUST1183,Male,34,Delhi,11-10-2023,18-12-2024,7,Makeup,0.5,3.9,3.8
CUST1184,Male,30,Bangalore,26-01-2023,30-04-2024,7,Fragrance,0.07,2.8,4.5
CUST1185,Male,37,Chennai,07-03-2023,03-09-2024,4,Haircare,0.44,5.3,3.4
CUST1186,Female,42,Chennai,05-09-2023,05-11-2024,9,Makeup,0.25,3.4,4.1
CUST1187,Male,21,Mumbai,11-09-2023,26-02-2024,8,Makeup,0.55,4.9,3.1
CUST1188,Male,27,Hyderabad,13-02-2023,10-04-2024,1,Makeup,0.16,4.9,2.8
CUST1189,Female,20,Hyderabad,07-04-2023,11-10-2024,1,Skincare,0.45,4.2,4.5
CUST1190,Male,58,Chennai,11-02-2023,05-04-2024,5,Makeup,0.16,6.2,2.7
CUST1191,Male,35,Bangalore,15-08-2023,23-10-2024,6,Fragrance,0.5,3.3,3.2
CUST1192,Male,53,Delhi,19-09-2023,28-12-2024,3,Haircare,0.61,4.2,4.6
CUST1193,Male,39,Bangalore,16-06-2023,11-08-2024,9,Haircare,0.09,4.7,3.4
CUST1194,Male,51,Pune,06-10-2023,20-02-2024,6,Makeup,0.61,5.3,4.9
CUST1195,Female,25,Pune,30-03-2023,13-09-2024,4,Makeup,0.42,5.9,4.9
CUST1196,Female,57,Delhi,27-06-2023,08-11-2024,7,Makeup,0.09,4,3.2
CUST1197,Female,36,Chennai,16-07-2023,26-10-2024,8,Haircare,0.3,5.2,2.6
CUST1198,Male,59,Delhi,24-09-2023,07-03-2024,9,Haircare,0.11,2.8,4.3
CUST1199,Male,58,Hyderabad,25-09-2023,18-12-2024,6,Skincare,0.49,6.7,3.6
CUST1200,Male,54,Pune,15-03-2023,14-05-2024,6,Fragrance,0.53,3.9,2.8
CUST1201,Female,23,Mumbai,08-01-2023,10-01-2024,8,Skincare,0.07,5.6,4.3
CUST1202,Male,43,Mumbai,24-10-2023,28-02-2024,5,Fragrance,0.35,2.1,2.6
CUST1203,Male,51,Chennai,13-06-2023,08-12-2024,3,Skincare,0.57,3,4.7
CUST1204,Female,23,Hyderabad,26-03-2023,19-06-2024,3,Haircare,0.66,4.4,2.8
CUST1205,Male,54,Bangalore,13-03-2023,28-04-2024,6,Skincare,0.36,6.4,2.8
CUST1206,Female,50,Hyderabad,24-02-2023,07-09-2024,2,Fragrance,0.67,4.6,2.9
CUST1207,Female,39,Mumbai,16-02-2023,02-05-2024,6,Makeup,0.37,6.6,4.9
CUST1208,Female,38,Mumbai,26-08-2023,02-10-2024,6,Fragrance,0.28,4.4,4.2
CUST1209,Male,23,Pune,14-04-2023,24-09-2024,8,Makeup,0.59,4.5,4.5
CUST1210,Male,23,Hyderabad,29-07-2023,13-01-2024,7,Haircare,0.35,2.6,3.5
CUST1211,Male,21,Hyderabad,11-02-2023,26-08-2024,8,Fragrance,0.33,6,3.3
CUST1212,Male,47,Mumbai,25-09-2023,12-02-2024,9,Skincare,0.34,3.2,3.1
CUST1213,Male,28,Bangalore,20-09-2023,15-12-2024,6,Fragrance,0.59,6.5,3.7
CUST1214,Male,47,Chennai,16-09-2023,12-11-2024,3,Makeup,0.58,6.6,3.9
CUST1215,Male,48,Chennai,10-10-2023,28-11-2024,3,Haircare,0.28,6.7,4.1
CUST1216,Female,41,Hyderabad,24-04-2023,23-05-2024,1,Skincare,0.23,4.6,3.1
CUST1217,Male,26,Chennai,09-02-2023,17-08-2024,5,Fragrance,0.34,5.4,4.9
CUST1218,Female,20,Mumbai,08-08-2023,16-11-2024,4,Makeup,0.4,5.9,2.9
CUST1219,Male,48,Mumbai,09-05-2023,02-06-2024,9,Skincare,0.17,2.7,4.9
CUST1220,Male,57,Hyderabad,08-01-2023,29-04-2024,9,Haircare,0.56,5,2.5
CUST1221,Male,54,Hyderabad,11-04-2023,12-09-2024,5,Skincare,0.34,2.2,3.7
CUST1222,Female,53,Pune,25-06-2023,20-12-2024,4,Haircare,0.23,4.5,3.3
CUST1223,Female,41,Hyderabad,17-04-2023,18-10-2024,7,Skincare,0.07,2.8,3.6
CUST1224,Female,48,Bangalore,11-04-2023,14-08-2024,6,Fragrance,0.17,2.9,3.9
CUST1225,Female,23,Chennai,17-09-2023,17-01-2024,4,Makeup,0.66,3.8,3.6
CUST1226,Male,19,Hyderabad,03-09-2023,19-10-2024,2,Fragrance,0.21,4.2,3.5
CUST1227,Female,37,Delhi,02-10-2023,27-01-2024,1,Fragrance,0.12,5.1,4.3
CUST1228,Male,45,Pune,01-02-2023,11-03-2024,4,Haircare,0.32,2.4,4.2
CUST1229,Male,28,Delhi,17-05-2023,01-06-2024,4,Haircare,0.21,4.5,4.6
CUST1230,Female,21,Mumbai,12-01-2023,02-02-2024,1,Haircare,0.02,2.9,3.1
CUST1231,Female,32,Chennai,16-01-2023,10-03-2024,6,Fragrance,0.23,4.9,4
CUST1232,Female,23,Hyderabad,09-05-2023,04-10-2024,4,Skincare,0.38,5.2,4
CUST1233,Female,47,Delhi,04-03-2023,19-09-2024,1,Skincare,0.39,4.8,3.4
CUST1234,Female,55,Chennai,19-04-2023,04-05-2024,1,Fragrance,0.25,5.7,3.7
CUST1235,Female,19,Mumbai,21-01-2023,20-03-2024,1,Fragrance,0.31,3.7,3.3
CUST1236,Female,32,Bangalore,07-06-2023,07-07-2024,8,Makeup,0.68,5.8,2.9
CUST1237,Female,28,Pune,26-09-2023,13-03-2024,8,Haircare,0.26,4.2,3
CUST1238,Male,25,Chennai,11-06-2023,12-07-2024,2,Haircare,0.18,4.4,2.8
CUST1239,Female,43,Chennai,17-09-2023,21-03-2024,7,Fragrance,0.17,5.2,4.2
CUST1240,Female,22,Bangalore,12-04-2023,20-09-2024,8,Fragrance,0.32,2.1,4.2
CUST1241,Male,23,Chennai,11-08-2023,19-08-2024,8,Skincare,0.53,5.3,4.9
CUST1242,Female,43,Mumbai,28-02-2023,16-07-2024,7,Fragrance,0.14,5.1,4.3
CUST1243,Male,21,Mumbai,04-09-2023,13-09-2024,5,Skincare,0.5,3.5,2.6
CUST1244,Male,36,Bangalore,08-05-2023,24-05-2024,1,Fragrance,0.01,2.4,4.7
CUST1245,Female,37,Pune,10-10-2023,16-12-2024,9,Makeup,0.29,2.5,4.7
CUST1246,Male,50,Hyderabad,25-01-2023,13-03-2024,7,Makeup,0.54,6.6,3.6
CUST1247,Male,37,Delhi,11-05-2023,06-11-2024,2,Skincare,0.24,5.4,4
CUST1248,Male,29,Hyderabad,15-07-2023,02-11-2024,6,Haircare,0.39,2.6,4.9
CUST1249,Male,18,Chennai,08-10-2023,08-03-2024,2,Makeup,0.14,3.8,3.8
CUST1250,Female,43,Delhi,03-06-2023,03-10-2024,1,Skincare,0.52,5,4.8
CUST1251,Male,31,Bangalore,13-05-2023,08-10-2024,7,Fragrance,0.04,6.2,2.7
CUST1252,Female,55,Bangalore,15-08-2023,23-11-2024,2,Fragrance,0.6,2.2,3
CUST1253,Male,54,Pune,08-07-2023,17-10-2024,2,Skincare,0.14,3.2,3.6
CUST1254,Male,28,Delhi,22-09-2023,25-11-2024,5,Haircare,0.61,6.4,4
CUST1255,Male,53,Mumbai,14-05-2023,20-11-2024,5,Skincare,0.25,2,4.5
CUST1256,Male,30,Delhi,30-07-2023,18-09-2024,7,Skincare,0.51,3,5
CUST1257,Female,20,Chennai,01-03-2023,05-04-2024,1,Makeup,0.22,6.8,3.5
CUST1258,Female,50,Mumbai,01-08-2023,20-10-2024,8,Skincare,0.63,5.1,2.6
CUST1259,Male,23,Bangalore,04-08-2023,08-12-2024,3,Skincare,0.09,3.3,4.5
CUST1260,Male,27,Delhi,14-08-2023,09-11-2024,4,Fragrance,0.12,2.3,4
CUST1261,Female,22,Hyderabad,11-05-2023,20-11-2024,9,Makeup,0.35,2.1,3
CUST1262,Male,40,Pune,17-03-2023,28-06-2024,4,Fragrance,0.06,3.2,3.7
CUST1263,Male,27,Hyderabad,13-10-2023,27-10-2024,5,Fragrance,0.14,6.4,4.4
CUST1264,Male,19,Pune,04-10-2023,07-01-2024,7,Haircare,0.66,4.1,4.4
CUST1265,Female,30,Chennai,05-06-2023,18-11-2024,4,Haircare,0.68,5.6,3.7
CUST1266,Female,57,Hyderabad,05-09-2023,05-01-2024,1,Makeup,0.26,6.6,3.3
CUST1267,Female,19,Delhi,06-08-2023,19-02-2024,9,Makeup,0.65,4,4.9
CUST1268,Male,37,Delhi,09-07-2023,09-07-2024,4,Haircare,0.38,3,4.2
CUST1269,Male,18,Hyderabad,12-06-2023,09-11-2024,9,Haircare,0.19,4.6,3.5
CUST1270,Female,54,Delhi,29-06-2023,28-10-2024,6,Haircare,0.49,6.5,3.2
CUST1271,Female,26,Chennai,03-02-2023,19-07-2024,1,Haircare,0.46,6,4.3
CUST1272,Female,34,Mumbai,10-02-2023,15-06-2024,3,Haircare,0.69,2.3,3.1
CUST1273,Female,26,Chennai,16-03-2023,11-05-2024,2,Fragrance,0.19,5.5,2.9
CUST1274,Male,28,Pune,06-10-2023,25-12-2024,9,Makeup,0.47,4.9,3.8
CUST1275,Female,32,Chennai,25-06-2023,03-12-2024,1,Fragrance,0.04,6.5,3.2
CUST1276,Male,41,Pune,30-05-2023,14-11-2024,9,Fragrance,0.08,2.6,4.1
CUST1277,Female,55,Delhi,30-09-2023,11-12-2024,9,Skincare,0,4.7,2.8
CUST1278,Male,52,Mumbai,18-04-2023,05-09-2024,8,Fragrance,0.7,6.4,4.1
CUST1279,Female,47,Delhi,19-05-2023,27-07-2024,8,Haircare,0.56,4.1,3.2
