Customer_Id,Gender,Age,City,First_Purchase_Date,Last_Purchase_Date,Total_Orders,Preferred_Category,Discount_Used_PCT,Delivery_Days,Ratings,Rule_Based_Revenue,Days_From_Last_Purchase  ,Churn,Customer_Risk,Flag_Age,Flag_Delivery,Flag_Low_Rating,Flag_Order,Flag_Discount,Toatal_Customers,Churn_Rate,Retention_Rate,Avg_Delivery_Days,Avg_Ratings,High_Risk_Customers,Low_Risk_Customers,Average_Order_Value,Customer_LifeTime_Value,CLV_Segments
CUST1013,Male,19,Mumbai,24-02-2023,23-05-2024,3,Makeup,0.01,6.5,2.8,1050,223,YES,LOW RISK,OK,FLAG,FLAG,OK,OK,,,,,,,,350,1050,Low CLV
CUST1014,Female,27,Bangalore,11-09-2023,28-09-2024,9,Skincare,0.41,5.2,3,3150,95,YES,LOW RISK,OK,FLAG,FLAG,OK,OK,,,,,,,,350,3150,Medium CLV
CUST1015,Male,47,Pune,24-01-2023,11-02-2024,4,Makeup,0.32,2.4,2.6,1400,325,YES,LOW RISK,OK,OK,FLAG,OK,OK,,,,,,,,350,1400,Low CLV
CUST1016,Female,22,Bangalore,11-06-2023,04-08-2024,3,Haircare,0.36,6.5,3,1050,150,YES,LOW RISK,OK,FLAG,FLAG,OK,OK,,,,,,,,350,1050,Low CLV
CUST1017,Female,50,Mumbai,07-06-2023,16-09-2024,2,Haircare,0.01,6.8,2.5,700,107,YES,LOW RISK,OK,FLAG,FLAG,OK,OK,,,,,,,,350,700,Low CLV
CUST1018,Female,18,Mumbai,23-03-2023,18-07-2024,9,Skincare,0.3,2.4,4.1,4050,167,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,450,4050,High CLV
CUST1019,Male,35,Hyderabad,08-06-2023,08-11-2024,4,Haircare,0.5,4.7,3.3,1400,54,NO,LOW RISK,OK,OK,FLAG,OK,OK,,,,,,,,350,1400,Low CLV
CUST1020,Female,49,Mumbai,07-07-2023,17-11-2024,3,Fragrance,0.31,3.5,4.9,1350,45,NO,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,450,1350,Low CLV
CUST1021,Male,28,Pune,01-03-2023,04-03-2024,7,Fragrance,0.51,4,3,2450,303,YES,LOW RISK,OK,OK,FLAG,OK,FLAG,,,,,,,,350,2450,Medium CLV
CUST1022,Female,38,Pune,30-07-2023,14-11-2024,8,Skincare,0.16,2.9,3.4,2800,48,NO,LOW RISK,OK,OK,FLAG,OK,OK,,,,,,,,350,2800,Medium CLV
CUST1023,Female,43,Pune,01-06-2023,23-09-2024,2,Fragrance,0.57,4.9,3.4,700,100,YES,LOW RISK,OK,OK,FLAG,OK,FLAG,,,,,,,,350,700,Low CLV
CUST1024,Female,42,Hyderabad,19-04-2023,17-05-2024,7,Makeup,0.41,6.8,2.5,2450,229,YES,LOW RISK,OK,FLAG,FLAG,OK,OK,,,,,,,,350,2450,Medium CLV
CUST1025,Female,39,Hyderabad,17-03-2023,14-05-2024,5,Skincare,0.15,4.5,4.6,2250,232,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,450,2250,Medium CLV
CUST1026,Female,44,Mumbai,30-01-2023,03-06-2024,5,Skincare,0.17,2.4,2.6,1750,212,YES,LOW RISK,OK,OK,FLAG,OK,OK,,,,,,,,350,1750,Medium CLV
CUST1027,Female,30,Delhi,27-04-2023,02-08-2024,3,Makeup,0.44,5.1,4.9,1350,152,YES,LOW RISK,OK,FLAG,OK,OK,OK,,,,,,,,450,1350,Low CLV
CUST1028,Female,50,Delhi,11-07-2023,27-07-2024,5,Fragrance,0.58,3.7,4.7,2250,158,YES,LOW RISK,OK,OK,OK,OK,FLAG,,,,,,,,450,2250,Medium CLV
CUST1029,Female,51,Hyderabad,19-01-2023,05-05-2024,2,Fragrance,0.29,6.3,3.8,700,241,YES,LOW RISK,FLAG,FLAG,OK,OK,OK,,,,,,,,350,700,Low CLV
CUST1030,Male,58,Mumbai,22-06-2023,03-08-2024,4,Fragrance,0.18,4.2,3.9,1400,151,YES,LOW RISK,FLAG,OK,OK,OK,OK,,,,,,,,350,1400,Low CLV
CUST1031,Male,52,Delhi,16-08-2023,03-11-2024,6,Skincare,0.61,3,4.1,2700,59,NO,LOW RISK,FLAG,OK,OK,OK,FLAG,,,,,,,,450,2700,Medium CLV
CUST1032,Female,18,Mumbai,02-07-2023,11-01-2024,1,Skincare,0.47,3,3.5,350,356,YES,LOW RISK,OK,OK,OK,FLAG,OK,,,,,,,,350,350,Low CLV
CUST1033,Female,38,Mumbai,23-04-2023,01-10-2024,4,Fragrance,0.31,5.8,4.1,1800,92,YES,LOW RISK,OK,FLAG,OK,OK,OK,,,,,,,,450,1800,Medium CLV
CUST1034,Female,23,Mumbai,02-07-2023,09-07-2024,6,Haircare,0.34,3.3,2.6,2100,176,YES,LOW RISK,OK,OK,FLAG,OK,OK,,,,,,,,350,2100,Medium CLV
CUST1035,Male,45,Chennai,26-05-2023,13-10-2024,9,Fragrance,0.14,5.8,2.6,3150,80,NO,HIGH RISK,OK,FLAG,FLAG,OK,OK,,,,,,,,350,3150,Medium CLV
CUST1036,Female,34,Pune,26-04-2023,09-08-2024,2,Makeup,0.44,3,3.6,700,145,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,350,700,Low CLV
CUST1037,Male,22,Mumbai,23-04-2023,30-04-2024,7,Skincare,0.25,3.6,3.9,2450,246,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,350,2450,Medium CLV
CUST1038,Male,48,Chennai,08-09-2023,12-12-2024,6,Makeup,0.7,4.3,4.7,2700,20,NO,LOW RISK,OK,OK,OK,OK,FLAG,,,,,,,,450,2700,Medium CLV
CUST1039,Male,22,Hyderabad,08-09-2023,10-12-2024,2,Makeup,0.34,6.7,2.8,700,22,NO,HIGH RISK,OK,FLAG,FLAG,OK,OK,,,,,,,,350,700,Low CLV
CUST1040,Male,55,Delhi,28-04-2023,01-07-2024,8,Skincare,0.34,6.7,4.6,3600,184,YES,LOW RISK,FLAG,FLAG,OK,OK,OK,,,,,,,,450,3600,High CLV
CUST1041,Male,20,Pune,10-06-2023,27-11-2024,7,Haircare,0.4,3,3,2450,35,NO,LOW RISK,OK,OK,FLAG,OK,OK,,,,,,,,350,2450,Medium CLV
CUST1042,Female,40,Delhi,17-07-2023,24-08-2024,5,Fragrance,0.64,3.8,3.5,1750,130,YES,LOW RISK,OK,OK,OK,OK,FLAG,,,,,,,,350,1750,Medium CLV
CUST1043,Female,54,Pune,17-09-2023,06-12-2024,5,Makeup,0.56,2.7,3.3,1750,26,NO,LOW RISK,FLAG,OK,FLAG,OK,FLAG,,,,,,,,350,1750,Medium CLV
CUST1044,Female,54,Delhi,28-05-2023,30-11-2024,7,Skincare,0.32,4.5,3.5,2450,32,NO,LOW RISK,FLAG,OK,OK,OK,OK,,,,,,,,350,2450,Medium CLV
CUST1045,Female,27,Pune,28-08-2023,19-11-2024,9,Makeup,0.5,4.3,2.9,3150,43,NO,LOW RISK,OK,OK,FLAG,OK,OK,,,,,,,,350,3150,Medium CLV
CUST1046,Female,27,Delhi,16-02-2023,14-05-2024,9,Fragrance,0.41,6.5,3.8,3150,232,YES,LOW RISK,OK,FLAG,OK,OK,OK,,,,,,,,350,3150,Medium CLV
CUST1047,Male,36,Delhi,17-07-2023,10-10-2024,9,Haircare,0.34,6.7,4.5,4050,83,NO,LOW RISK,OK,FLAG,OK,OK,OK,,,,,,,,450,4050,High CLV
CUST1048,Female,34,Delhi,16-02-2023,19-05-2024,6,Haircare,0.13,3.9,3.6,2100,227,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,350,2100,Medium CLV
CUST1049,Female,38,Delhi,19-03-2023,12-06-2024,6,Haircare,0.32,4.5,3.7,2100,203,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,350,2100,Medium CLV
CUST1050,Male,31,Hyderabad,04-05-2023,16-06-2024,3,Skincare,0.17,6.5,4.6,1350,199,YES,LOW RISK,OK,FLAG,OK,OK,OK,,,,,,,,450,1350,Low CLV
CUST1051,Female,26,Mumbai,16-03-2023,30-07-2024,1,Skincare,0.64,6,4.3,450,155,YES,LOW RISK,OK,FLAG,OK,FLAG,FLAG,,,,,,,,450,450,Low CLV
CUST1052,Male,18,Bangalore,17-05-2023,28-10-2024,7,Haircare,0.23,2,3.7,2450,65,NO,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,350,2450,Medium CLV
CUST1053,Female,30,Chennai,31-03-2023,12-06-2024,4,Fragrance,0.67,3.6,3.1,1400,203,YES,LOW RISK,OK,OK,FLAG,OK,FLAG,,,,,,,,350,1400,Low CLV
CUST1054,Male,21,Bangalore,02-03-2023,06-04-2024,1,Fragrance,0.37,4.1,4.7,450,270,YES,LOW RISK,OK,OK,OK,FLAG,OK,,,,,,,,450,450,Low CLV
CUST1055,Female,18,Bangalore,18-05-2023,26-08-2024,8,Skincare,0.44,3.1,3.9,2800,128,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,350,2800,Medium CLV
CUST1056,Female,57,Pune,19-02-2023,24-07-2024,6,Haircare,0.38,3,3.1,2100,161,YES,LOW RISK,FLAG,OK,FLAG,OK,OK,,,,,,,,350,2100,Medium CLV
CUST1057,Male,49,Mumbai,16-09-2023,03-03-2024,6,Fragrance,0.09,2.2,3.2,2100,304,YES,LOW RISK,OK,OK,FLAG,OK,OK,,,,,,,,350,2100,Medium CLV
CUST1058,Male,51,Pune,17-04-2023,04-10-2024,2,Fragrance,0.26,5.2,4.5,900,89,NO,LOW RISK,FLAG,FLAG,OK,OK,OK,,,,,,,,450,900,Low CLV
CUST1059,Male,45,Mumbai,23-04-2023,09-10-2024,1,Fragrance,0.07,3.3,2.6,350,84,NO,LOW RISK,OK,OK,FLAG,FLAG,OK,,,,,,,,350,350,Low CLV
CUST1060,Male,48,Mumbai,11-09-2023,23-12-2024,2,Skincare,0.44,2.3,5,900,9,NO,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,450,900,Low CLV
CUST1061,Male,25,Delhi,28-04-2023,02-07-2024,4,Haircare,0.31,3.2,2.8,1400,183,YES,LOW RISK,OK,OK,FLAG,OK,OK,,,,,,,,350,1400,Low CLV
CUST1062,Male,56,Hyderabad,17-07-2023,09-09-2024,2,Makeup,0.54,6,4.5,900,114,YES,LOW RISK,FLAG,FLAG,OK,OK,FLAG,,,,,,,,450,900,Low CLV
CUST1063,Male,43,Delhi,20-02-2023,07-09-2024,1,Haircare,0.15,6.3,3.5,350,116,YES,LOW RISK,OK,FLAG,OK,FLAG,OK,,,,,,,,350,350,Low CLV
CUST1064,Male,51,Hyderabad,02-09-2023,24-02-2024,7,Haircare,0.12,4.4,3.7,2450,312,YES,LOW RISK,FLAG,OK,OK,OK,OK,,,,,,,,350,2450,Medium CLV
CUST1065,Female,20,Pune,04-02-2023,05-05-2024,8,Skincare,0.28,4.1,4.7,3600,241,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,450,3600,High CLV
CUST1066,Female,29,Hyderabad,10-03-2023,31-03-2024,6,Fragrance,0.65,6.9,3.5,2100,276,YES,LOW RISK,OK,FLAG,OK,OK,FLAG,,,,,,,,350,2100,Medium CLV
CUST1067,Male,18,Pune,18-02-2023,29-05-2024,4,Fragrance,0.5,3,3.8,1400,217,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,350,1400,Low CLV
CUST1068,Female,22,Bangalore,15-03-2023,16-08-2024,6,Skincare,0.29,3.1,2.6,2100,138,YES,LOW RISK,OK,OK,FLAG,OK,OK,,,,,,,,350,2100,Medium CLV
CUST1069,Female,47,Bangalore,11-07-2023,08-11-2024,3,Skincare,0.36,3.5,2.5,1050,54,NO,LOW RISK,OK,OK,FLAG,OK,OK,,,,,,,,350,1050,Low CLV
CUST1070,Female,47,Hyderabad,18-09-2023,19-12-2024,8,Skincare,0.06,2.9,3.1,2800,13,NO,LOW RISK,OK,OK,FLAG,OK,OK,,,,,,,,350,2800,Medium CLV
CUST1071,Female,34,Hyderabad,11-03-2023,21-09-2024,2,Skincare,0.69,3.9,4.2,900,102,YES,LOW RISK,OK,OK,OK,OK,FLAG,,,,,,,,450,900,Low CLV
CUST1072,Male,40,Pune,31-03-2023,16-07-2024,5,Skincare,0.47,6.6,2.8,1750,169,YES,LOW RISK,OK,FLAG,FLAG,OK,OK,,,,,,,,350,1750,Medium CLV
CUST1073,Female,32,Delhi,17-09-2023,04-02-2024,1,Makeup,0.2,5.1,2.8,350,332,YES,LOW RISK,OK,FLAG,FLAG,FLAG,OK,,,,,,,,350,350,Low CLV
CUST1074,Male,54,Pune,06-05-2023,25-10-2024,6,Haircare,0.41,4.1,3.5,2100,68,NO,LOW RISK,FLAG,OK,OK,OK,OK,,,,,,,,350,2100,Medium CLV
CUST1075,Female,38,Delhi,19-08-2023,28-08-2024,2,Haircare,0.08,6.7,4.1,900,126,YES,LOW RISK,OK,FLAG,OK,OK,OK,,,,,,,,450,900,Low CLV
CUST1076,Female,31,Bangalore,22-10-2023,30-10-2024,4,Haircare,0.68,2.2,4.3,1800,63,NO,LOW RISK,OK,OK,OK,OK,FLAG,,,,,,,,450,1800,Medium CLV
CUST1077,Female,19,Mumbai,09-05-2023,06-11-2024,6,Fragrance,0.12,3.1,2.9,2100,56,NO,LOW RISK,OK,OK,FLAG,OK,OK,,,,,,,,350,2100,Medium CLV
CUST1078,Male,28,Hyderabad,07-10-2023,09-03-2024,8,Makeup,0.45,4.8,2.7,2800,298,YES,LOW RISK,OK,OK,FLAG,OK,OK,,,,,,,,350,2800,Medium CLV
CUST1079,Female,56,Delhi,10-04-2023,13-05-2024,8,Haircare,0.17,5.1,4.9,3600,233,YES,LOW RISK,FLAG,FLAG,OK,OK,OK,,,,,,,,450,3600,High CLV
CUST1080,Male,55,Pune,24-10-2023,29-02-2024,6,Fragrance,0.5,2.2,3.2,2100,307,YES,LOW RISK,FLAG,OK,FLAG,OK,OK,,,,,,,,350,2100,Medium CLV
CUST1081,Female,51,Bangalore,01-07-2023,07-12-2024,4,Makeup,0.54,4,4.6,1800,25,NO,LOW RISK,FLAG,OK,OK,OK,FLAG,,,,,,,,450,1800,Medium CLV
CUST1082,Male,55,Delhi,23-06-2023,19-09-2024,8,Makeup,0.47,5.2,4.7,3600,104,YES,LOW RISK,FLAG,FLAG,OK,OK,OK,,,,,,,,450,3600,High CLV
CUST1083,Female,51,Pune,07-07-2023,07-10-2024,8,Fragrance,0.43,5.5,4.4,3600,86,NO,LOW RISK,FLAG,FLAG,OK,OK,OK,,,,,,,,450,3600,High CLV
CUST1084,Male,35,Hyderabad,26-02-2023,07-05-2024,1,Makeup,0.62,5.2,2.9,350,239,YES,LOW RISK,OK,FLAG,FLAG,FLAG,FLAG,,,,,,,,350,350,Low CLV
CUST1085,Male,47,Hyderabad,31-01-2023,07-04-2024,4,Fragrance,0.06,3.6,4.6,1800,269,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,450,1800,Medium CLV
CUST1086,Female,32,Chennai,25-03-2023,19-08-2024,4,Haircare,0.23,2.5,4.4,1800,135,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,450,1800,Medium CLV
CUST1087,Male,44,Mumbai,01-06-2023,25-09-2024,7,Fragrance,0.17,4.1,4,2450,98,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,350,2450,Medium CLV
CUST1088,Female,51,Chennai,05-02-2023,09-05-2024,7,Makeup,0.69,2.6,3.3,2450,237,YES,LOW RISK,FLAG,OK,FLAG,OK,FLAG,,,,,,,,350,2450,Medium CLV
CUST1089,Female,55,Bangalore,01-08-2023,10-01-2024,8,Haircare,0.27,6.7,3.2,2800,357,YES,LOW RISK,FLAG,FLAG,FLAG,OK,OK,,,,,,,,350,2800,Medium CLV
CUST1090,Female,50,Delhi,16-04-2023,23-07-2024,5,Haircare,0.51,4.4,2.8,1750,162,YES,LOW RISK,OK,OK,FLAG,OK,FLAG,,,,,,,,350,1750,Medium CLV
CUST1091,Female,41,Bangalore,08-08-2023,28-11-2024,7,Skincare,0.48,3.6,3.8,2450,34,NO,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,350,2450,Medium CLV
CUST1092,Female,32,Pune,12-06-2023,22-09-2024,8,Skincare,0.15,5.8,4,2800,101,YES,LOW RISK,OK,FLAG,OK,OK,OK,,,,,,,,350,2800,Medium CLV
CUST1093,Female,47,Hyderabad,08-08-2023,06-11-2024,9,Makeup,0.17,4.5,3.4,3150,56,NO,LOW RISK,OK,OK,FLAG,OK,OK,,,,,,,,350,3150,Medium CLV
CUST1094,Female,59,Chennai,27-09-2023,25-12-2024,3,Fragrance,0.2,3.6,3.7,1050,7,NO,LOW RISK,FLAG,OK,OK,OK,OK,,,,,,,,350,1050,Low CLV
CUST1095,Female,34,Chennai,30-04-2023,16-05-2024,3,Fragrance,0.29,6.1,3.4,1050,230,YES,LOW RISK,OK,FLAG,FLAG,OK,OK,,,,,,,,350,1050,Low CLV
CUST1096,Female,22,Chennai,01-07-2023,18-07-2024,4,Makeup,0.16,6.3,4.1,1800,167,YES,LOW RISK,OK,FLAG,OK,OK,OK,,,,,,,,450,1800,Medium CLV
CUST1097,Female,46,Bangalore,16-04-2023,05-10-2024,5,Haircare,0.01,5.4,4.8,2250,88,NO,LOW RISK,OK,FLAG,OK,OK,OK,,,,,,,,450,2250,Medium CLV
CUST1098,Female,21,Hyderabad,05-08-2023,28-11-2024,1,Makeup,0.62,2.2,2.9,350,34,NO,LOW RISK,OK,OK,FLAG,FLAG,FLAG,,,,,,,,350,350,Low CLV
CUST1099,Male,27,Delhi,24-07-2023,24-10-2024,7,Makeup,0.68,4.8,3.5,2450,69,NO,LOW RISK,OK,OK,OK,OK,FLAG,,,,,,,,350,2450,Medium CLV
CUST1100,Male,34,Pune,11-03-2023,07-09-2024,9,Haircare,0.24,5.8,2.9,3150,116,YES,LOW RISK,OK,FLAG,FLAG,OK,OK,,,,,,,,350,3150,Medium CLV
CUST1101,Female,27,Delhi,13-02-2023,14-05-2024,8,Fragrance,0.24,2.7,4.1,3600,232,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,450,3600,High CLV
CUST1102,Female,34,Bangalore,16-08-2023,05-11-2024,5,Makeup,0,3.1,4.3,2250,57,NO,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,450,2250,Medium CLV
CUST1103,Female,37,Pune,03-07-2023,08-09-2024,4,Fragrance,0.48,6.4,4.8,1800,115,YES,LOW RISK,OK,FLAG,OK,OK,OK,,,,,,,,450,1800,Medium CLV
CUST1104,Female,41,Chennai,17-04-2023,26-10-2024,7,Makeup,0.58,2.1,3.2,2450,67,NO,LOW RISK,OK,OK,FLAG,OK,FLAG,,,,,,,,350,2450,Medium CLV
CUST1105,Female,22,Mumbai,25-03-2023,16-07-2024,5,Haircare,0.1,5.8,4.9,2250,169,YES,LOW RISK,OK,FLAG,OK,OK,OK,,,,,,,,450,2250,Medium CLV
CUST1106,Female,51,Bangalore,07-09-2023,07-09-2024,7,Haircare,0.11,4.4,2.7,2450,116,YES,LOW RISK,FLAG,OK,FLAG,OK,OK,,,,,,,,350,2450,Medium CLV
CUST1107,Female,23,Bangalore,21-01-2023,19-03-2024,1,Skincare,0.55,4.2,4,350,288,YES,LOW RISK,OK,OK,OK,FLAG,FLAG,,,,,,,,350,350,Low CLV
CUST1108,Female,19,Hyderabad,15-07-2023,15-12-2024,1,Haircare,0.43,2,2.6,350,17,NO,LOW RISK,OK,OK,FLAG,FLAG,OK,,,,,,,,350,350,Low CLV
CUST1109,Male,30,Delhi,27-06-2023,13-10-2024,3,Skincare,0.03,6.1,4.7,1350,80,NO,LOW RISK,OK,FLAG,OK,OK,OK,,,,,,,,450,1350,Low CLV
CUST1110,Female,28,Bangalore,07-01-2023,03-06-2024,2,Makeup,0.44,3.8,3.8,700,212,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,350,700,Low CLV
CUST1111,Male,40,Bangalore,11-03-2023,04-07-2024,2,Fragrance,0.22,4.7,4.2,900,181,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,450,900,Low CLV
CUST1112,Female,33,Chennai,07-05-2023,01-08-2024,7,Haircare,0.26,5.4,4.6,3150,153,YES,LOW RISK,OK,FLAG,OK,OK,OK,,,,,,,,450,3150,Medium CLV
CUST1113,Female,48,Chennai,09-06-2023,18-06-2024,2,Haircare,0.54,5.5,2.9,700,197,YES,LOW RISK,OK,FLAG,FLAG,OK,FLAG,,,,,,,,350,700,Low CLV
CUST1114,Male,28,Pune,05-09-2023,02-11-2024,4,Haircare,0.57,6.8,2.6,1400,60,NO,HIGH RISK,OK,FLAG,FLAG,OK,FLAG,,,,,,,,350,1400,Low CLV
CUST1115,Female,33,Mumbai,22-07-2023,31-08-2024,2,Makeup,0.28,4.7,4.7,900,123,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,450,900,Low CLV
CUST1116,Male,25,Hyderabad,28-05-2023,09-09-2024,6,Skincare,0.66,4,3.3,2100,114,YES,LOW RISK,OK,OK,FLAG,OK,FLAG,,,,,,,,350,2100,Medium CLV
CUST1117,Female,21,Mumbai,23-05-2023,02-10-2024,8,Makeup,0.28,6.8,2.8,2800,91,YES,LOW RISK,OK,FLAG,FLAG,OK,OK,,,,,,,,350,2800,Medium CLV
CUST1118,Female,57,Pune,18-07-2023,16-11-2024,4,Fragrance,0.54,5.2,3.7,1400,46,NO,LOW RISK,FLAG,FLAG,OK,OK,FLAG,,,,,,,,350,1400,Low CLV
CUST1119,Male,21,Chennai,03-06-2023,12-12-2024,5,Makeup,0.34,3.5,4,1750,20,NO,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,350,1750,Medium CLV
CUST1120,Female,42,Delhi,22-05-2023,13-10-2024,4,Fragrance,0.63,2.6,2.6,1400,80,NO,LOW RISK,OK,OK,FLAG,OK,FLAG,,,,,,,,350,1400,Low CLV
CUST1121,Male,20,Chennai,14-06-2023,05-07-2024,3,Haircare,0.64,6.2,3.2,1050,180,YES,LOW RISK,OK,FLAG,FLAG,OK,FLAG,,,,,,,,350,1050,Low CLV
CUST1122,Female,49,Hyderabad,21-01-2023,28-04-2024,5,Fragrance,0.06,3.8,2.6,1750,248,YES,LOW RISK,OK,OK,FLAG,OK,OK,,,,,,,,350,1750,Medium CLV
CUST1123,Male,20,Chennai,23-03-2023,07-09-2024,9,Fragrance,0.66,5.3,3.6,3150,116,YES,LOW RISK,OK,FLAG,OK,OK,FLAG,,,,,,,,350,3150,Medium CLV
CUST1124,Male,44,Hyderabad,10-03-2023,16-05-2024,8,Skincare,0.58,4.4,4.7,3600,230,YES,LOW RISK,OK,OK,OK,OK,FLAG,,,,,,,,450,3600,High CLV
CUST1125,Female,46,Hyderabad,11-05-2023,23-11-2024,8,Fragrance,0.55,3,5,3600,39,NO,LOW RISK,OK,OK,OK,OK,FLAG,,,,,,,,450,3600,High CLV
CUST1126,Female,49,Hyderabad,28-03-2023,13-08-2024,8,Fragrance,0.14,5,4.1,3600,141,YES,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,450,3600,High CLV
CUST1127,Male,36,Pune,06-08-2023,30-09-2024,8,Makeup,0.56,2.3,2.9,2800,93,YES,LOW RISK,OK,OK,FLAG,OK,FLAG,,,,,,,,350,2800,Medium CLV
CUST1128,Female,38,Hyderabad,10-06-2023,05-12-2024,7,Haircare,0.6,4.1,4.8,3150,27,NO,LOW RISK,OK,OK,OK,OK,FLAG,,,,,,,,450,3150,Medium CLV
CUST1129,Female,22,Hyderabad,27-06-2023,22-11-2024,8,Makeup,0.2,4.7,3.8,2800,40,NO,LOW RISK,OK,OK,OK,OK,OK,,,,,,,,350,2800,Medium CLV
CUST1130,Female,35,Delhi,27-04-2023,03-08-2024,8,Makeup,0.67,4.2,2.9,2800,151,YES,LOW RISK,OK,OK,FLAG,OK,FLAG,,,,,,,,350,2800,Medium CLV
CUST1131,Male,45,Mumbai,15-07-2023,28-09-2024,8,Haircare,0.03,5.7,4.8,3600,95,YES,LOW RISK,OK,FLAG,OK,OK,OK,,,,,,,,450,3600,High CLV
CUST1132,Male,59,Bangalore,27-03-2023,21-04-2024,7,Haircare,0.1,6.1,4.4,3150,255,YES,LOW RISK,FLAG,FLAG,OK,OK,OK,,,,,,,,450,3150,Medium CLV
CUST1133,Male,39,Mumbai,16-10-2023,07-02-2024,1,Fragrance,0.38,5.9,4.3,450,329,YES,LOW RISK,OK,FLAG,OK,FLAG,OK,,,,,,,,450,450,Low CLV
